time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,inval_lat
4.147,2779.07,350.625,82.8092,0.644011,0.0102514,74.9974
4.158,2785.52,350.656,82.8251,0.647004,0.0102531,74.9974
4.169,2791.97,350.686,82.8408,0.650005,0.0102549,74.9974
4.18,2798.42,350.716,82.8566,0.653012,0.0102567,74.9974
4.191,2804.87,350.747,82.8722,0.656026,0.0102585,74.9974
4.202,2811.32,350.778,82.8878,0.659048,0.0102603,74.9974
4.213,2817.77,350.809,82.9033,0.662076,0.0102621,74.9973
4.224,2824.23,350.84,82.9187,0.665111,0.0102639,74.9973
4.235,2830.68,350.871,82.9341,0.668153,0.0102657,74.9973
4.246,2837.13,350.903,82.9493,0.671202,0.0102676,74.9973
4.257,2843.58,350.934,82.9645,0.674258,0.0102694,74.9973
4.268,2850.03,350.966,82.9797,0.677321,0.0102713,74.9973
4.279,2856.48,350.998,82.9947,0.68039,0.0102731,74.9973
4.29,2862.93,351.03,83.0097,0.683467,0.010275,74.9973
4.301,2869.38,351.062,83.0247,0.686551,0.0102769,74.9973
4.312,2875.84,351.094,83.0395,0.689641,0.0102788,74.9973
4.323,2882.29,351.126,83.0543,0.692739,0.0102807,74.9973
4.334,2888.74,351.159,83.0691,0.695843,0.0102826,74.9973
4.345,2895.19,351.192,83.0837,0.698955,0.0102845,74.9973
4.356,2901.64,351.224,83.0983,0.702073,0.0102864,74.9973
4.367,2908.09,351.257,83.1128,0.705198,0.0102884,74.9972
4.378,2914.54,351.29,83.1273,0.70833,0.0102903,74.9972
4.389,2920.99,351.324,83.1417,0.711469,0.0102922,74.9972
4.4,2927.44,351.357,83.156,0.714616,0.0102942,74.9972
4.411,2933.9,351.391,83.1703,0.717769,0.0102962,74.9972
4.422,2940.35,351.424,83.1845,0.720928,0.0102981,74.9972
4.433,2946.8,351.458,83.1986,0.724095,0.0103001,74.9972
4.444,2953.25,351.492,83.2126,0.727269,0.0103021,74.9972
4.455,2959.7,351.526,83.2267,0.73045,0.0103041,74.9972
4.466,2966.15,351.561,83.2406,0.733638,0.0103061,74.9972
4.477,2972.6,351.595,83.2545,0.736832,0.0103082,74.9972
